SERVICE_TYPE,AGE_GROUP,MEMBER_SEX,YEAR,APPROVED_AMT,Chronic_Condition,Number_of_Visits
OTPT,Young Adult,F,2018,41223288.32,ESRD,824
OTPT,Young Adult,M,2013,5450954.71,ESRD,1600
OTPT,Young Adult,M,2014,6185201.93,ESRD,1822
OTPT,Young Adult,M,2015,7264195.72,ESRD,2307
OTPT,Young Adult,M,2016,6906436.54,ESRD,2280
OTPT,Young Adult,M,2017,7185381.24,ESRD,1386
OTPT,Young Adult,M,2018,4910064.38,ESRD,466
ED,Adult,F,2013,4636688.32,HeartFailure,781
ED,Adult,F,2014,5129488.47,HeartFailure,1135
ED,Adult,F,2015,6030988.24,HeartFailure,1320
ED,Adult,F,2016,6668044.23,HeartFailure,1393
ED,Adult,F,2017,6104549.94,HeartFailure,1615
ED,Adult,F,2018,4965974.66,HeartFailure,907
ED,Adult,M,2013,1383879.7,HeartFailure,244
ED,Adult,M,2014,1493040.18,HeartFailure,379
ED,Adult,M,2015,1691215.83,HeartFailure,553
ED,Adult,M,2016,1892196.98,HeartFailure,613
ED,Adult,M,2017,1663291.68,HeartFailure,404
ED,Adult,M,2018,1142494.86,HeartFailure,190
ED,Baby,F,2013,1506181.32,HeartFailure,9
ED,Baby,F,2014,1591753.84,HeartFailure,14
ED,Baby,F,2015,2179468.78,HeartFailure,36
ED,Baby,F,2016,2103045.03,HeartFailure,33
ED,Baby,F,2017,2147211.03,HeartFailure,51
ED,Baby,F,2018,2139962.34,HeartFailure,25
ED,Baby,M,2013,1918688.48,HeartFailure,27
ED,Baby,M,2014,1874186.84,HeartFailure,27
ED,Baby,M,2015,2518979.01,HeartFailure,48
ED,Baby,M,2016,2514023.21,HeartFailure,30
ED,Baby,M,2017,2530652.26,HeartFailure,44
ED,Baby,M,2018,2485816.2,HeartFailure,26
ED,Child,F,2013,1901458.24,HeartFailure,3
ED,Child,F,2014,2148463.84,HeartFailure,9
ED,Child,F,2015,2673514.23,HeartFailure,22
ED,Child,F,2016,2908185.71,HeartFailure,25
ED,Child,F,2017,2974904.43,HeartFailure,35
ED,Child,F,2018,2880758.78,HeartFailure,22
ED,Child,M,2013,2433859.16,HeartFailure,9
ED,Child,M,2014,2496700.91,HeartFailure,7
ED,Child,M,2015,3116299.37,HeartFailure,13
ED,Child,M,2016,3251563.11,HeartFailure,24
ED,Child,M,2017,3476490.48,HeartFailure,26
ED,Child,M,2018,3166700.21,HeartFailure,26
ED,Middle Age,F,2013,2595474.77,HeartFailure,1284
ED,Middle Age,F,2014,2816801.31,HeartFailure,1646
ED,Middle Age,F,2015,3233222.24,HeartFailure,2158
ED,Middle Age,F,2016,3601607.53,HeartFailure,2362
ED,Middle Age,F,2017,3383271.8,HeartFailure,2373
ED,Middle Age,F,2018,1687188.82,HeartFailure,1098
ED,Middle Age,M,2013,1515062.05,HeartFailure,687
ED,Middle Age,M,2014,1733896.68,HeartFailure,931
ED,Middle Age,M,2015,1889629.66,HeartFailure,966
ED,Middle Age,M,2016,2130585.12,HeartFailure,1370
ED,Middle Age,M,2017,2086166.55,HeartFailure,1490
ED,Middle Age,M,2018,1081621.98,HeartFailure,660
ED,PreSchool,F,2013,1041299.14,HeartFailure,2
ED,PreSchool,F,2014,999873.52,HeartFailure,12
ED,PreSchool,F,2015,1327170.08,HeartFailure,15
ED,PreSchool,F,2016,1338599.82,HeartFailure,10
ED,PreSchool,F,2017,1303292.38,HeartFailure,14
ED,PreSchool,F,2018,1315556.77,HeartFailure,14
ED,PreSchool,M,2013,1217668.55,HeartFailure,0
ED,PreSchool,M,2014,1262085.22,HeartFailure,3
ED,PreSchool,M,2015,1565470.56,HeartFailure,6
ED,PreSchool,M,2016,1583737.79,HeartFailure,23
ED,PreSchool,M,2017,1617136.44,HeartFailure,31
ED,PreSchool,M,2018,1577395.32,HeartFailure,39
ED,Senior,F,2013,163132.82,HeartFailure,88
ED,Senior,F,2014,229752.53,HeartFailure,145
ED,Senior,F,2015,236777.23,HeartFailure,219
ED,Senior,F,2016,257888.06,HeartFailure,195
ED,Senior,F,2017,259595.61,HeartFailure,227
ED,Senior,F,2018,152592.77,HeartFailure,111
ED,Senior,M,2013,109377.86,HeartFailure,72
ED,Senior,M,2014,120284.48,HeartFailure,72
ED,Senior,M,2015,120818.5,HeartFailure,72
ED,Senior,M,2016,124722,HeartFailure,100
ED,Senior,M,2017,112139.19,HeartFailure,87
ED,Senior,M,2018,51383.58,HeartFailure,32
ED,Teen,F,2013,2135877.05,HeartFailure,11
ED,Teen,F,2014,2473588.95,HeartFailure,41
ED,Teen,F,2015,3155328.06,HeartFailure,33
ED,Teen,F,2016,3381209.07,HeartFailure,59
ED,Teen,F,2017,3451621.76,HeartFailure,46
ED,Teen,F,2018,3322323.1,HeartFailure,34
ED,Teen,M,2013,1684301.71,HeartFailure,60
ED,Teen,M,2014,1655936.46,HeartFailure,32
ED,Teen,M,2015,2091976.99,HeartFailure,33
ED,Teen,M,2016,2250623.48,HeartFailure,46
ED,Teen,M,2017,2169843.33,HeartFailure,60
ED,Teen,M,2018,2053367.13,HeartFailure,59
ED,Very Senior,F,2013,24011.35,HeartFailure,7
ED,Very Senior,F,2014,5662.22,HeartFailure,1
ED,Very Senior,F,2015,19915.579999999998,HeartFailure,10
ED,Very Senior,F,2016,19223.68,HeartFailure,9
ED,Very Senior,F,2017,23762.88,HeartFailure,9
ED,Very Senior,F,2018,7034.89,HeartFailure,7
ED,Very Senior,M,2013,2711.0099999999998,HeartFailure,0
ED,Very Senior,M,2014,2901.05,HeartFailure,7
ED,Very Senior,M,2015,9589.12,HeartFailure,7
ED,Very Senior,M,2016,10243.94,HeartFailure,13
ED,Very Senior,M,2017,5788.57,HeartFailure,5
ED,Very Senior,M,2018,9770.33,HeartFailure,0
ED,Young Adult,F,2013,7916135.01,HeartFailure,325
ED,Young Adult,F,2014,8089249.19,HeartFailure,382
ED,Young Adult,F,2015,9525834.45,HeartFailure,534
ED,Young Adult,F,2016,10470118.09,HeartFailure,705
ED,Young Adult,F,2017,9768073.43,HeartFailure,530
ED,Young Adult,F,2018,8986275.33,HeartFailure,427
ED,Young Adult,M,2013,1184534.76,HeartFailure,60
ED,Young Adult,M,2014,1272373.27,HeartFailure,135
ED,Young Adult,M,2015,1542323.39,HeartFailure,198
ED,Young Adult,M,2016,1671619.83,HeartFailure,134
ED,Young Adult,M,2017,1659066.17,HeartFailure,195
ED,Young Adult,M,2018,1007085.63,HeartFailure,98
INPT,Adult,F,2013,16461803.94,HeartFailure,267
INPT,Adult,F,2014,19469987.83,HeartFailure,358
INPT,Adult,F,2015,22259995.69,HeartFailure,425
INPT,Adult,F,2016,21954881.71,HeartFailure,420
INPT,Adult,F,2017,19512022.03,HeartFailure,440
INPT,Adult,F,2018,14907468.05,HeartFailure,232
INPT,Adult,M,2013,7736072.53,HeartFailure,150
INPT,Adult,M,2014,7699572.2,HeartFailure,184
INPT,Adult,M,2015,8757291.6,HeartFailure,209
INPT,Adult,M,2016,10626546.31,HeartFailure,180
INPT,Adult,M,2017,10896721.57,HeartFailure,220
INPT,Adult,M,2018,5015019.67,HeartFailure,99
INPT,Baby,F,2013,16555105.89,HeartFailure,17
INPT,Baby,F,2014,15875869.49,HeartFailure,17
INPT,Baby,F,2015,18129983.05,HeartFailure,44
INPT,Baby,F,2016,18440029.34,HeartFailure,38
INPT,Baby,F,2017,14346605.08,HeartFailure,24
INPT,Baby,F,2018,19612069.49,HeartFailure,22
INPT,Baby,M,2013,15109820.12,HeartFailure,25
INPT,Baby,M,2014,16229599.55,HeartFailure,27
INPT,Baby,M,2015,21306934.89,HeartFailure,45
INPT,Baby,M,2016,18592003.33,HeartFailure,25
INPT,Baby,M,2017,22600360.39,HeartFailure,38
INPT,Baby,M,2018,18659995.79,HeartFailure,21
INPT,Child,F,2013,2777585.94,HeartFailure,2
INPT,Child,F,2014,3430252.3,HeartFailure,6
INPT,Child,F,2015,4701342.93,HeartFailure,16
INPT,Child,F,2016,5405092.01,HeartFailure,9
INPT,Child,F,2017,5350544.77,HeartFailure,10
INPT,Child,F,2018,4547234.91,HeartFailure,14
INPT,Child,M,2013,4530032.13,HeartFailure,5
INPT,Child,M,2014,4853282.26,HeartFailure,4
INPT,Child,M,2015,5445926.74,HeartFailure,2
INPT,Child,M,2016,5558426.33,HeartFailure,8
INPT,Child,M,2017,6662601.41,HeartFailure,6
INPT,Child,M,2018,7182341.58,HeartFailure,6
INPT,Middle Age,F,2013,21876665.29,HeartFailure,807
INPT,Middle Age,F,2014,22979314.55,HeartFailure,887
INPT,Middle Age,F,2015,25740765.65,HeartFailure,1068
INPT,Middle Age,F,2016,26454508.75,HeartFailure,1104
INPT,Middle Age,F,2017,25885326.8,HeartFailure,1106
INPT,Middle Age,F,2018,13704996.52,HeartFailure,503
INPT,Middle Age,M,2013,16136945.33,HeartFailure,587
INPT,Middle Age,M,2014,19394542.27,HeartFailure,600
INPT,Middle Age,M,2015,20911904.33,HeartFailure,589
INPT,Middle Age,M,2016,21338834.16,HeartFailure,727
INPT,Middle Age,M,2017,22530203.92,HeartFailure,848
INPT,Middle Age,M,2018,11180697.51,HeartFailure,417
INPT,PreSchool,F,2013,2471195.27,HeartFailure,7
INPT,PreSchool,F,2014,1108688.08,HeartFailure,2
INPT,PreSchool,F,2015,1941255.72,HeartFailure,1
INPT,PreSchool,F,2016,2076944.23,HeartFailure,4
INPT,PreSchool,F,2017,1149509.95,HeartFailure,5
INPT,PreSchool,F,2018,1379026.57,HeartFailure,2
INPT,PreSchool,M,2013,1740063.69,HeartFailure,1
INPT,PreSchool,M,2014,2008181.51,HeartFailure,0
INPT,PreSchool,M,2015,1677937.63,HeartFailure,0
INPT,PreSchool,M,2016,2469335.25,HeartFailure,20
INPT,PreSchool,M,2017,3100235.48,HeartFailure,17
INPT,PreSchool,M,2018,1966010.68,HeartFailure,10
INPT,Senior,F,2013,1888657.81,HeartFailure,92
INPT,Senior,F,2014,1756026.83,HeartFailure,103
INPT,Senior,F,2015,2790276.52,HeartFailure,152
INPT,Senior,F,2016,3168620.09,HeartFailure,154
INPT,Senior,F,2017,3657024.14,HeartFailure,193
INPT,Senior,F,2018,1154725.79,HeartFailure,51
INPT,Senior,M,2013,1533682.95,HeartFailure,53
INPT,Senior,M,2014,1029932.29,HeartFailure,34
INPT,Senior,M,2015,1511443.64,HeartFailure,31
INPT,Senior,M,2016,1646031.11,HeartFailure,59
INPT,Senior,M,2017,1422874.1199999999,HeartFailure,65
INPT,Senior,M,2018,572522.59,HeartFailure,23
INPT,Teen,F,2013,5234208.77,HeartFailure,2
INPT,Teen,F,2014,4972119.84,HeartFailure,2
INPT,Teen,F,2015,6480040.43,HeartFailure,9
INPT,Teen,F,2016,7931001.15,HeartFailure,18
INPT,Teen,F,2017,8635115.58,HeartFailure,10
INPT,Teen,F,2018,7534789.5,HeartFailure,20
INPT,Teen,M,2013,3206437.61,HeartFailure,11
INPT,Teen,M,2014,3608024.63,HeartFailure,7
INPT,Teen,M,2015,5318421.99,HeartFailure,9
INPT,Teen,M,2016,5272278.84,HeartFailure,12
INPT,Teen,M,2017,4593779.69,HeartFailure,9
INPT,Teen,M,2018,5607691.3,HeartFailure,11
INPT,Very Senior,F,2013,125988.39,HeartFailure,6
INPT,Very Senior,F,2014,75667.93000000001,HeartFailure,3
INPT,Very Senior,F,2015,277863.04,HeartFailure,21
INPT,Very Senior,F,2016,411681.88,HeartFailure,22
INPT,Very Senior,F,2017,327487.16,HeartFailure,18
INPT,Very Senior,F,2018,80277.66,HeartFailure,3
INPT,Very Senior,M,2013,115936.43,HeartFailure,7
INPT,Very Senior,M,2014,182940.5,HeartFailure,9
INPT,Very Senior,M,2015,174860.23,HeartFailure,7
INPT,Very Senior,M,2016,272802.12,HeartFailure,12
INPT,Very Senior,M,2017,163682.2,HeartFailure,4
INPT,Very Senior,M,2018,74013,HeartFailure,3
INPT,Young Adult,F,2013,25930020.31,HeartFailure,114
INPT,Young Adult,F,2014,28246204.23,HeartFailure,128
INPT,Young Adult,F,2015,28716004.29,HeartFailure,150
INPT,Young Adult,F,2016,29129208.9,HeartFailure,161
INPT,Young Adult,F,2017,30903516.41,HeartFailure,128
INPT,Young Adult,F,2018,28713908.5,HeartFailure,90
INPT,Young Adult,M,2013,5766973.61,HeartFailure,77
INPT,Young Adult,M,2014,5795279.86,HeartFailure,73
INPT,Young Adult,M,2015,7368311.5,HeartFailure,92
INPT,Young Adult,M,2016,7263932.05,HeartFailure,82
INPT,Young Adult,M,2017,6945169.06,HeartFailure,105
INPT,Young Adult,M,2018,4020384.84,HeartFailure,32
OTPT,Adult,F,2013,26371180.78,HeartFailure,11863
OTPT,Adult,F,2014,29474834.63000001,HeartFailure,16324
OTPT,Adult,F,2015,33084137.450000007,HeartFailure,19809
OTPT,Adult,F,2016,33341816.86,HeartFailure,21541
OTPT,Adult,F,2017,34144283.809999995,HeartFailure,22879
OTPT,Adult,F,2018,29378421.610000003,HeartFailure,15916
OTPT,Adult,M,2013,8484630.57,HeartFailure,5815
OTPT,Adult,M,2014,8993299.81,HeartFailure,6963
OTPT,Adult,M,2015,9992523.93,HeartFailure,8667
OTPT,Adult,M,2016,10262520.75,HeartFailure,7619
OTPT,Adult,M,2017,11108811.040000001,HeartFailure,9401
OTPT,Adult,M,2018,8263724.390000001,HeartFailure,5054
OTPT,Baby,F,2013,14188620.709999999,HeartFailure,1335
OTPT,Baby,F,2014,14954701.06,HeartFailure,1898
OTPT,Baby,F,2015,15614265.27,HeartFailure,1804
OTPT,Baby,F,2016,15867768.37,HeartFailure,2180
OTPT,Baby,F,2017,15785849.26,HeartFailure,2325
OTPT,Baby,F,2018,15113281.69,HeartFailure,1462
OTPT,Baby,M,2013,17827916.11,HeartFailure,1417
OTPT,Baby,M,2014,17682270.41,HeartFailure,2182
OTPT,Baby,M,2015,19558792.229999997,HeartFailure,2973
OTPT,Baby,M,2016,20121305.68,HeartFailure,1686
OTPT,Baby,M,2017,20183089.97,HeartFailure,2344
OTPT,Baby,M,2018,19419288.41,HeartFailure,1940
OTPT,Child,F,2013,15534524.07,HeartFailure,204
OTPT,Child,F,2014,17613377.970000003,HeartFailure,400
OTPT,Child,F,2015,20585612.88,HeartFailure,631
OTPT,Child,F,2016,21212272.050000004,HeartFailure,831
OTPT,Child,F,2017,23080517.29,HeartFailure,936
OTPT,Child,F,2018,21023541.76,HeartFailure,765
OTPT,Child,M,2013,19483157.939999998,HeartFailure,553
OTPT,Child,M,2014,21393184.42,HeartFailure,407
OTPT,Child,M,2015,24399274.369999997,HeartFailure,452
OTPT,Child,M,2016,25694466.340000007,HeartFailure,683
OTPT,Child,M,2017,28175184.809999995,HeartFailure,426
OTPT,Child,M,2018,23611522,HeartFailure,455
OTPT,Middle Age,F,2013,25297355.14,HeartFailure,31516
OTPT,Middle Age,F,2014,27978943.900000006,HeartFailure,39843
OTPT,Middle Age,F,2015,32227171.230000004,HeartFailure,49912
OTPT,Middle Age,F,2016,32072051.019999996,HeartFailure,60467
OTPT,Middle Age,F,2017,34602019.36,HeartFailure,66613
OTPT,Middle Age,F,2018,18202307.930000003,HeartFailure,32909
OTPT,Middle Age,M,2013,16123964.69,HeartFailure,21528
OTPT,Middle Age,M,2014,18037288.69,HeartFailure,26199
OTPT,Middle Age,M,2015,20432834.71,HeartFailure,28882
OTPT,Middle Age,M,2016,20496780.169999998,HeartFailure,35480
OTPT,Middle Age,M,2017,22381313.150000002,HeartFailure,41080
OTPT,Middle Age,M,2018,12257608.47,HeartFailure,20062
OTPT,PreSchool,F,2013,9443598.54,HeartFailure,429
OTPT,PreSchool,F,2014,9116648.02,HeartFailure,247
OTPT,PreSchool,F,2015,9352372.799999999,HeartFailure,320
OTPT,PreSchool,F,2016,9292851.1,HeartFailure,514
OTPT,PreSchool,F,2017,9506786.88,HeartFailure,537
OTPT,PreSchool,F,2018,8431096.72,HeartFailure,168
OTPT,PreSchool,M,2013,11432647.42,HeartFailure,158
OTPT,PreSchool,M,2014,11478065.06,HeartFailure,85
OTPT,PreSchool,M,2015,12126184.17,HeartFailure,274
OTPT,PreSchool,M,2016,12519989.5,HeartFailure,1055
OTPT,PreSchool,M,2017,12949196.73,HeartFailure,2031
OTPT,PreSchool,M,2018,11620216.530000001,HeartFailure,1081
OTPT,Senior,F,2013,2261000.96,HeartFailure,4121
OTPT,Senior,F,2014,2662182.01,HeartFailure,6018
OTPT,Senior,F,2015,3016955.72,HeartFailure,7275
OTPT,Senior,F,2016,3112536.95,HeartFailure,8656
OTPT,Senior,F,2017,3432754.12,HeartFailure,10270
OTPT,Senior,F,2018,1539438.19,HeartFailure,4027
OTPT,Senior,M,2013,949995.81,HeartFailure,1946
OTPT,Senior,M,2014,1097095.4,HeartFailure,1610
OTPT,Senior,M,2015,1150833.79,HeartFailure,1584
OTPT,Senior,M,2016,1276267.36,HeartFailure,2714
OTPT,Senior,M,2017,1215185.56,HeartFailure,2957
OTPT,Senior,M,2018,636651.66,HeartFailure,1263
OTPT,Teen,F,2013,12789215.049999999,HeartFailure,96
OTPT,Teen,F,2014,13597983,HeartFailure,123
OTPT,Teen,F,2015,16410573.6,HeartFailure,339
OTPT,Teen,F,2016,16279688.74,HeartFailure,1141
OTPT,Teen,F,2017,17356675.02,HeartFailure,601
OTPT,Teen,F,2018,16634829.41,HeartFailure,736
OTPT,Teen,M,2013,8815627.79,HeartFailure,202
OTPT,Teen,M,2014,9786065.12,HeartFailure,221
OTPT,Teen,M,2015,11627542.87,HeartFailure,446
OTPT,Teen,M,2016,12746829.76,HeartFailure,890
OTPT,Teen,M,2017,13475822.32,HeartFailure,799
OTPT,Teen,M,2018,11684693.23,HeartFailure,621
OTPT,Very Senior,F,2013,101929.39,HeartFailure,274
OTPT,Very Senior,F,2014,87474.22,HeartFailure,178
OTPT,Very Senior,F,2015,181963.4,HeartFailure,626
OTPT,Very Senior,F,2016,267827.55,HeartFailure,903
OTPT,Very Senior,F,2017,274008.79,HeartFailure,702
OTPT,Very Senior,F,2018,105769.26,HeartFailure,214
OTPT,Very Senior,M,2013,67670.32,HeartFailure,212
OTPT,Very Senior,M,2014,93546.64,HeartFailure,385
OTPT,Very Senior,M,2015,104413.48,HeartFailure,401
OTPT,Very Senior,M,2016,148452.52,HeartFailure,495
OTPT,Very Senior,M,2017,158120.22,HeartFailure,297
OTPT,Very Senior,M,2018,43727.27,HeartFailure,130
OTPT,Young Adult,F,2013,41820660.12000001,HeartFailure,3650
OTPT,Young Adult,F,2014,41813150.64000001,HeartFailure,4622
OTPT,Young Adult,F,2015,43950173.06000001,HeartFailure,5129
OTPT,Young Adult,F,2016,42633917.46000001,HeartFailure,7052
OTPT,Young Adult,F,2017,42571128.2,HeartFailure,6442
OTPT,Young Adult,F,2018,41223288.32,HeartFailure,4723
OTPT,Young Adult,M,2013,5450954.71,HeartFailure,2041
OTPT,Young Adult,M,2014,6185201.93,HeartFailure,2535
OTPT,Young Adult,M,2015,7264195.72,HeartFailure,3532
OTPT,Young Adult,M,2016,6906436.54,HeartFailure,3445
OTPT,Young Adult,M,2017,7185381.24,HeartFailure,3510
OTPT,Young Adult,M,2018,4910064.38,HeartFailure,1895
ED,Adult,F,2013,4636688.32,Hypertension,7990
ED,Adult,F,2014,5129488.47,Hypertension,9267
ED,Adult,F,2015,6030988.24,Hypertension,11332
ED,Adult,F,2016,6668044.23,Hypertension,11663
ED,Adult,F,2017,6104549.94,Hypertension,11325
ED,Adult,F,2018,4965974.66,Hypertension,8132
ED,Adult,M,2013,1383879.7,Hypertension,2678
ED,Adult,M,2014,1493040.18,Hypertension,2874
ED,Adult,M,2015,1691215.83,Hypertension,3431
ED,Adult,M,2016,1892196.98,Hypertension,3642
ED,Adult,M,2017,1663291.68,Hypertension,3263
ED,Adult,M,2018,1142494.86,Hypertension,1911
ED,Baby,F,2013,1506181.32,Hypertension,40
ED,Baby,F,2014,1591753.84,Hypertension,50
ED,Baby,F,2015,2179468.78,Hypertension,66
ED,Baby,F,2016,2103045.03,Hypertension,77
ED,Baby,F,2017,2147211.03,Hypertension,54
ED,Baby,F,2018,2139962.34,Hypertension,54
ED,Baby,M,2013,1918688.48,Hypertension,51
ED,Baby,M,2014,1874186.84,Hypertension,42
ED,Baby,M,2015,2518979.01,Hypertension,63
ED,Baby,M,2016,2514023.21,Hypertension,61
ED,Baby,M,2017,2530652.26,Hypertension,49
ED,Baby,M,2018,2485816.2,Hypertension,36
ED,Child,F,2013,1901458.24,Hypertension,107
ED,Child,F,2014,2148463.84,Hypertension,132
ED,Child,F,2015,2673514.23,Hypertension,216
ED,Child,F,2016,2908185.71,Hypertension,276
ED,Child,F,2017,2974904.43,Hypertension,281
ED,Child,F,2018,2880758.78,Hypertension,281
ED,Child,M,2013,2433859.16,Hypertension,133
ED,Child,M,2014,2496700.91,Hypertension,161
ED,Child,M,2015,3116299.37,Hypertension,233
ED,Child,M,2016,3251563.11,Hypertension,232
ED,Child,M,2017,3476490.48,Hypertension,346
ED,Child,M,2018,3166700.21,Hypertension,288
ED,Middle Age,F,2013,2595474.77,Hypertension,5869
ED,Middle Age,F,2014,2816801.31,Hypertension,6511
ED,Middle Age,F,2015,3233222.24,Hypertension,7686
ED,Middle Age,F,2016,3601607.53,Hypertension,8514
ED,Middle Age,F,2017,3383271.8,Hypertension,8669
ED,Middle Age,F,2018,1687188.82,Hypertension,4268
ED,Middle Age,M,2013,1515062.05,Hypertension,3030
ED,Middle Age,M,2014,1733896.68,Hypertension,3621
ED,Middle Age,M,2015,1889629.66,Hypertension,4140
ED,Middle Age,M,2016,2130585.12,Hypertension,4800
ED,Middle Age,M,2017,2086166.55,Hypertension,5015
ED,Middle Age,M,2018,1081621.98,Hypertension,2439
ED,PreSchool,F,2013,1041299.14,Hypertension,27
ED,PreSchool,F,2014,999873.52,Hypertension,29
ED,PreSchool,F,2015,1327170.08,Hypertension,71
ED,PreSchool,F,2016,1338599.82,Hypertension,62
ED,PreSchool,F,2017,1303292.38,Hypertension,59
ED,PreSchool,F,2018,1315556.77,Hypertension,52
ED,PreSchool,M,2013,1217668.55,Hypertension,13
ED,PreSchool,M,2014,1262085.22,Hypertension,21
ED,PreSchool,M,2015,1565470.56,Hypertension,36
ED,PreSchool,M,2016,1583737.79,Hypertension,84
ED,PreSchool,M,2017,1617136.44,Hypertension,78
ED,PreSchool,M,2018,1577395.32,Hypertension,63
ED,Senior,F,2013,163132.82,Hypertension,364
ED,Senior,F,2014,229752.53,Hypertension,429
ED,Senior,F,2015,236777.23,Hypertension,521
ED,Senior,F,2016,257888.06,Hypertension,576
ED,Senior,F,2017,259595.61,Hypertension,618
ED,Senior,F,2018,152592.77,Hypertension,338
ED,Senior,M,2013,109377.86,Hypertension,228
ED,Senior,M,2014,120284.48,Hypertension,241
ED,Senior,M,2015,120818.5,Hypertension,264
ED,Senior,M,2016,124722,Hypertension,311
ED,Senior,M,2017,112139.19,Hypertension,238
ED,Senior,M,2018,51383.58,Hypertension,102
ED,Teen,F,2013,2135877.05,Hypertension,314
ED,Teen,F,2014,2473588.95,Hypertension,420
ED,Teen,F,2015,3155328.06,Hypertension,699
ED,Teen,F,2016,3381209.07,Hypertension,889
ED,Teen,F,2017,3451621.76,Hypertension,885
ED,Teen,F,2018,3322323.1,Hypertension,657
ED,Teen,M,2013,1684301.71,Hypertension,270
ED,Teen,M,2014,1655936.46,Hypertension,364
ED,Teen,M,2015,2091976.99,Hypertension,541
ED,Teen,M,2016,2250623.48,Hypertension,659
ED,Teen,M,2017,2169843.33,Hypertension,674
ED,Teen,M,2018,2053367.13,Hypertension,584
ED,Very Senior,F,2013,24011.35,Hypertension,15
ED,Very Senior,F,2014,5662.22,Hypertension,13
ED,Very Senior,F,2015,19915.579999999998,Hypertension,31
ED,Very Senior,F,2016,19223.68,Hypertension,34
ED,Very Senior,F,2017,23762.88,Hypertension,49
ED,Very Senior,F,2018,7034.89,Hypertension,17
ED,Very Senior,M,2013,2711.0099999999998,Hypertension,4
ED,Very Senior,M,2014,2901.05,Hypertension,9
ED,Very Senior,M,2015,9589.12,Hypertension,14
ED,Very Senior,M,2016,10243.94,Hypertension,21
ED,Very Senior,M,2017,5788.57,Hypertension,14
ED,Very Senior,M,2018,9770.33,Hypertension,12
ED,Young Adult,F,2013,7916135.01,Hypertension,5464
ED,Young Adult,F,2014,8089249.19,Hypertension,6640
ED,Young Adult,F,2015,9525834.45,Hypertension,7742
ED,Young Adult,F,2016,10470118.09,Hypertension,8820
ED,Young Adult,F,2017,9768073.43,Hypertension,8387
ED,Young Adult,F,2018,8986275.33,Hypertension,6770
ED,Young Adult,M,2013,1184534.76,Hypertension,1066
ED,Young Adult,M,2014,1272373.27,Hypertension,1438
ED,Young Adult,M,2015,1542323.39,Hypertension,1777
ED,Young Adult,M,2016,1671619.83,Hypertension,1891
ED,Young Adult,M,2017,1659066.17,Hypertension,1774
ED,Young Adult,M,2018,1007085.63,Hypertension,1047
INPT,Adult,F,2013,16461803.94,Hypertension,1358
INPT,Adult,F,2014,19469987.83,Hypertension,1548
INPT,Adult,F,2015,22259995.69,Hypertension,1867
INPT,Adult,F,2016,21954881.71,Hypertension,1728
INPT,Adult,F,2017,19512022.03,Hypertension,1648
INPT,Adult,F,2018,14907468.05,Hypertension,1076
INPT,Adult,M,2013,7736072.53,Hypertension,601
INPT,Adult,M,2014,7699572.2,Hypertension,663
INPT,Adult,M,2015,8757291.6,Hypertension,744
INPT,Adult,M,2016,10626546.31,Hypertension,768
INPT,Adult,M,2017,10896721.57,Hypertension,797
INPT,Adult,M,2018,5015019.67,Hypertension,419
INPT,Baby,F,2013,16555105.89,Hypertension,34
INPT,Baby,F,2014,15875869.49,Hypertension,39
INPT,Baby,F,2015,18129983.05,Hypertension,47
INPT,Baby,F,2016,18440029.34,Hypertension,26
INPT,Baby,F,2017,14346605.08,Hypertension,13
INPT,Baby,F,2018,19612069.49,Hypertension,20
INPT,Baby,M,2013,15109820.12,Hypertension,32
INPT,Baby,M,2014,16229599.55,Hypertension,36
INPT,Baby,M,2015,21306934.89,Hypertension,42
INPT,Baby,M,2016,18592003.33,Hypertension,28
INPT,Baby,M,2017,22600360.39,Hypertension,31
INPT,Baby,M,2018,18659995.79,Hypertension,13
INPT,Child,F,2013,2777585.94,Hypertension,35
INPT,Child,F,2014,3430252.3,Hypertension,25
INPT,Child,F,2015,4701342.93,Hypertension,39
INPT,Child,F,2016,5405092.01,Hypertension,57
INPT,Child,F,2017,5350544.77,Hypertension,46
INPT,Child,F,2018,4547234.91,Hypertension,55
INPT,Child,M,2013,4530032.13,Hypertension,25
INPT,Child,M,2014,4853282.26,Hypertension,27
INPT,Child,M,2015,5445926.74,Hypertension,36
INPT,Child,M,2016,5558426.33,Hypertension,39
INPT,Child,M,2017,6662601.41,Hypertension,61
INPT,Child,M,2018,7182341.58,Hypertension,58
INPT,Middle Age,F,2013,21876665.29,Hypertension,1951
INPT,Middle Age,F,2014,22979314.55,Hypertension,2083
INPT,Middle Age,F,2015,25740765.65,Hypertension,2255
INPT,Middle Age,F,2016,26454508.75,Hypertension,2331
INPT,Middle Age,F,2017,25885326.8,Hypertension,2352
INPT,Middle Age,F,2018,13704996.52,Hypertension,1196
INPT,Middle Age,M,2013,16136945.33,Hypertension,1350
INPT,Middle Age,M,2014,19394542.27,Hypertension,1525
INPT,Middle Age,M,2015,20911904.33,Hypertension,1686
INPT,Middle Age,M,2016,21338834.16,Hypertension,1700
INPT,Middle Age,M,2017,22530203.92,Hypertension,1852
INPT,Middle Age,M,2018,11180697.51,Hypertension,981
INPT,PreSchool,F,2013,2471195.27,Hypertension,20
INPT,PreSchool,F,2014,1108688.08,Hypertension,24
