"","ED_DISCHARGE_DX_DESC","CODE_1","CODE_P","ED_NOT_NEEDED_PROP","PREVENTABILITY","n"
"21289","Obesity complicating pregnancy, first trimester","O99.211","O99",0,0,169
"21290","Obesity complicating pregnancy, second trimester","O99.212","O99",0,0,1137
"21291","Obesity complicating pregnancy, third trimester","O99.213","O99",0,0,2577
"21292","Obesity complicating pregnancy, unspecified trimester","O99.210","O99",0,0,378
"21293","Obesity complicating the puerperium","O99.215","O99",0,0,8
"21294","Obesity hypoventilation syndrome","278.03","278",0,0,162
"21295","Obesity, unspecified","278.00","278",1,0,7999
"21296","Obesity, unspecified","E66.9","E66",1,0,8488
"21297","Obesity, unspecified_NA","278.00","278",1,0,2
"21298","Obscure cardiomyopathy of Africa","425.2","425",0,0,1
"21299","Observation and evaluation for other specified suspected conditions","V71.89","V71",0,0,4129
"21300","Observation and evaluation for other specified suspected conditions_NA","V71.89","V71",0,0,1
"21301","Observation and evaluation for suspected abuse and neglect","V71.81","V71",0,0,464
"21302","Observation and evaluation for suspected exposure to anthrax","V71.82","V71",0,0,1
"21303","Observation and evaluation for suspected exposure to other biological agent","V71.83","V71",0,0,3
"21304","Observation and evaluation of newborn for suspected respiratory condition","V29.2","V29",0,0,14
"21305","Observation following accident at work","V71.3","V71",0,0,4
"21306","Observation following alleged rape or seduction","V71.5","V71",0,0,798
"21307","Observation following alleged rape or seduction_NA","V71.5","V71",0,0,1
"21308","Observation following other accident","V71.4","V71",0,0,5100
"21309","Observation following other accident_NA","V71.4","V71",0,0,1
"21310","Observation following other inflicted injury","V71.6","V71",0,0,362
"21311","Observation for adult antisocial behavior","V71.01","V71",0,0,6
"21312","Observation for childhood or adolescent antisocial behavior","V71.02","V71",0,0,137
"21313","Observation for other specified suspected conditions","V29.8","V29",0,0,89
"21314","Observation for other suspected mental condition","V71.09","V71",0,0,367
"21315","Observation for other suspected mental condition_NA","V71.09","V71",0,0,4
"21316","Observation for suspected cardiovascular disease","V71.7","V71",0,0,764
"21317","Observation for suspected genetic or metabolic condition","V29.3","V29",0,0,2
"21318","Observation for suspected infectious condition","V29.0","V29",0,0,327
"21319","Observation for suspected malignant neoplasm","V71.1","V71",0,0,52
"21320","Observation for suspected neurological conditions","V29.1","V29",0,0,1
"21321","Observation for suspected tuberculosis","V71.2","V71",0,0,105
"21322","Observation for unspecified suspected condition","V71.9","V71",1,0,939
"21323","Observation for unspecified suspected conditions","V29.9","V29",0,0,21
"21324","Obsessive-compulsive behavior","R46.81","R46",0,0,42
"21325","Obsessive-compulsive disorder","F42.","F42",0,0,914
"21326","Obsessive-compulsive disorders","300.3","300",0,0,2342
"21327","Obsessive-compulsive disorders_NA","300.3","300",0,0,1
"21328","Obsessive-compulsive personality disorder","301.4","301",0,0,120
"21329","Obsessive-compulsive personality disorder","F60.5","F60",0,0,59
"21330","Obstetric damage to pelvic joints and ligaments","O71.6","O71",0,0,5
"21331","Obstetric hematoma of pelvis","O71.7","O71",0,0,5
"21332","Obstetric high vaginal laceration alone","O71.4","O71",0,0,119
"21333","Obstetric laceration of cervix","O71.3","O71",0,0,6
"21334","Obstetric trauma, unspecified","O71.9","O71",0,0,44
"21335","Obstetrical blood-clot embolism, antepartum condition or complication","673.23","673",0,0,34
"21336","Obstetrical blood-clot embolism, delivered, with or without mention of antepartum condition","673.21","673",0,0,1
"21337","Obstetrical blood-clot embolism, postpartum condition or complication","673.24","673",0,0,17
"21338","Obstetrical blood-clot embolism, unspecified as to episode of care or not applicable","673.20","673",0,0,14
"21339","Obstructed labor due to abnormality of maternal pelvic organs","O65.5","O65",0,0,10
"21340","Obstructed labor due to breech presentation, fetus 1","O64.1XX1","O64",0,0,13
"21341","Obstructed labor due to breech presentation, fetus 2","O64.1XX2","O64",0,0,2
"21342","Obstructed labor due to breech presentation, not applicable or unspecified","O64.1XX0","O64",0,0,74
"21343","Obstructed labor due to brow presentation, not applicable or unspecified","O64.3XX0","O64",0,0,2
"21344","Obstructed labor due to compound presentation, not applicable or unspecified","O64.5XX0","O64",0,0,11
"21345","Obstructed labor due to face presentation, not applicable or unspecified","O64.2XX0","O64",0,0,1
"21346","Obstructed labor due to fetopelvic disproportion, unspecified","O65.4","O65",0,0,26
"21347","Obstructed labor due to generally contracted pelvis","O65.1","O65",0,0,4
"21348","Obstructed labor due to incomplete rotation of fetal head, fetus 1","O64.0XX1","O64",0,0,2
"21349","Obstructed labor due to incomplete rotation of fetal head, not applicable or unspecified","O64.0XX0","O64",0,0,48
"21350","Obstructed labor due to malposition and malpresentation, unspecified, not applicable or unspecified","O64.9XX0","O64",0,0,2
"21351","Obstructed labor due to maternal pelvic abnormality, unspecified","O65.9","O65",0,0,15
"21352","Obstructed labor due to other abnormalities of fetus","O66.3","O66",0,0,5
"21353","Obstructed labor due to other malposition and malpresentation, fetus 1","O64.8XX1","O64",0,0,6
"21354","Obstructed labor due to other malposition and malpresentation, not applicable or unspecified","O64.8XX0","O64",0,0,20
"21355","Obstructed labor due to other maternal pelvic abnormalities","O65.8","O65",0,0,6
"21356","Obstructed labor due to other multiple fetuses","O66.6","O66",0,0,1
"21357","Obstructed labor due to pelvic inlet contraction","O65.2","O65",0,0,1
"21358","Obstructed labor due to shoulder dystocia","O66.0","O66",0,0,188
"21359","Obstructed labor due to shoulder presentation, not applicable or unspecified","O64.4XX0","O64",0,0,7
"21360","Obstructed labor due to unusually large fetus","O66.2","O66",0,0,15
"21361","Obstructed labor, unspecified","O66.9","O66",0,0,8
"21362","Obstruction by abnormal pelvic soft tissues during labor, antepartum condition or complication","660.23","660",0,0,1
"21363","Obstruction by abnormal pelvic soft tissues during labor, delivered,  with or without mention of antepartum condition","660.21","660",0,0,25
"21364","Obstruction by bony pelvis during labor, delivered,  with or without mention of antepartum condition","660.11","660",0,0,74
"21365","Obstruction by bony pelvis during labor, unspecified as to episode of care or not applicable","660.10","660",0,0,1
"21366","Obstruction caused by malposition of fetus at onset of labor, antepartum condition or complication","660.03","660",0,0,2
"21367","Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition","660.01","660",0,0,119
"21368","Obstruction of bile duct","576.2","576",0,0,243
"21369","Obstruction of bile duct","K83.1","K83",0,0,311
"21370","Obstruction of duodenum","K31.5","K31",0,0,34
"21371","Obstruction of Eustachian tube, unspecified","381.60","381",0,0,27
"21372","Obstruction of gallbladder","575.2","575",0,0,64
"21373","Obstruction of gallbladder","K82.0","K82",0,0,63
"21374","Obstruction of nasolacrimal duct, neonatal","375.55","375",0,0,344
"21375","Obstruction of nasolacrimal duct, neonatal_NA","375.55","375",0,0,2
"21376","Obstructive and reflux uropathy, unspecified","N13.9","N13",0,0,160
"21377","Obstructive anomalies of heart, not elsewhere classified","746.84","746",0,0,38
"21378","Obstructive chronic bronchitis with (acute) exacerbation","491.21","491",0.5,0.5,11065
"21379","Obstructive chronic bronchitis with (acute) exacerbation_NA","491.21","491",0.5,0.5,5
"21380","Obstructive chronic bronchitis with acute bronchitis","491.22","491",0,0,1379
"21381","Obstructive chronic bronchitis without exacerbation","491.20","491",1,0,2120
"21382","Obstructive hydrocephalus","331.4","331",0,0,1240
"21383","Obstructive hydrocephalus","G91.1","G91",0,0,276
"21384","Obstructive hypertrophic cardiomyopathy","I42.1","I42",0,0,121
"21385","Obstructive sleep apnea (adult) (pediatric)","G47.33","G47",0,0,30541
"21386","Obstructive sleep apnea (adult)(pediatric)","327.23","327",0,0,30364
"21387","Obstructive sleep apnea (adult)(pediatric)_NA","327.23","327",0,0,6
"21388","Occipital encephalocele","Q01.2","Q01",0,0,49
"21389","Occipital neuralgia","M54.81","M54",0,0,469
"21390","Occlusion and stenosis of basilar artery","I65.1","I65",0,0,18
"21391","Occlusion and stenosis of basilar artery with cerebral infarction","433.01","433",0,0,13
"21392","Occlusion and stenosis of basilar artery without mention of cerebral infarction","433.00","433",0,0,14
"21393","Occlusion and stenosis of bilateral anterior cerebral arteries","I66.13","I66",0,0,2
"21394","Occlusion and stenosis of bilateral carotid arteries","I65.23","I65",0,0,571
"21395","Occlusion and stenosis of bilateral vertebral arteries","I65.03","I65",0,0,14
"21396","Occlusion and stenosis of carotid artery with cerebral infarction","433.11","433",0,0,147
"21397","Occlusion and stenosis of carotid artery with cerebral infarction_NA","433.11","433",0,0,1
"21398","Occlusion and stenosis of carotid artery without mention of cerebral infarction","433.10","433",0,0,1182
"21399","Occlusion and stenosis of cerebellar arteries","I66.3","I66",0,0,1
"21400","Occlusion and stenosis of left anterior cerebral artery","I66.12","I66",0,0,1
"21401","Occlusion and stenosis of left carotid artery","I65.22","I65",0,0,238
"21402","Occlusion and stenosis of left middle cerebral artery","I66.02","I66",0,0,12
"21403","Occlusion and stenosis of left vertebral artery","I65.02","I65",0,0,6
"21404","Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction","433.31","433",0,0,36
"21405","Occlusion and stenosis of multiple and bilateral precerebral arteries without mention of cerebral infarction","433.30","433",0,0,254
"21406","Occlusion and stenosis of other cerebral arteries","I66.8","I66",0,0,4
"21407","Occlusion and stenosis of other precerebral arteries","I65.8","I65",0,0,15
"21408","Occlusion and stenosis of other specified precerebral artery with cerebral infarction","433.81","433",0,0,4
"21409","Occlusion and stenosis of other specified precerebral artery without mention of cerebral infarction","433.80","433",0,0,2
"21410","Occlusion and stenosis of right carotid artery","I65.21","I65",0,0,209
"21411","Occlusion and stenosis of right middle cerebral artery","I66.01","I66",0,0,10
"21412","Occlusion and stenosis of right posterior cerebral artery","I66.21","I66",0,0,1
"21413","Occlusion and stenosis of right vertebral artery","I65.01","I65",0,0,17
"21414","Occlusion and stenosis of unspecified carotid artery","I65.29","I65",0,0,210
"21415","Occlusion and stenosis of unspecified cerebral artery","I66.9","I66",0,0,38
"21416","Occlusion and stenosis of unspecified precerebral artery","I65.9","I65",0,0,4
"21417","Occlusion and stenosis of unspecified precerebral artery with cerebral infarction","433.91","433",0,0,9
"21418","Occlusion and stenosis of unspecified vertebral artery","I65.09","I65",0,0,5
"21419","Occlusion and stenosis of vertebral artery with cerebral infarction","433.21","433",0,0,4
"21420","Occlusion and stenosis of vertebral artery without mention of cerebral infarction","433.20","433",0,0,30
"21421","Occupational exposure to other risk factors","Z57.8","Z57",0,0,9
"21422","Occupational exposure to toxic agents in other industries","Z57.5","Z57",0,0,1
"21423","Occupational exposure to unspecified risk factor","Z57.9","Z57",0,0,3
"21424","Ocular albinism, unspecified","E70.319","E70",0,0,15
"21425","Ocular hypertension","365.04","365",0,0,542
"21426","Ocular hypertension, bilateral","H40.053","H40",0,0,543
"21427","Ocular hypertension, left eye","H40.052","H40",0,0,46
"21428","Ocular hypertension, right eye","H40.051","H40",0,0,23
"21429","Ocular hypertension, unspecified eye","H40.059","H40",0,0,17
"21430","Ocular laceration and rupture with prolapse or loss of intraocular tissue, left eye, initial encounter","S05.22XA","S05",0,0,11
"21431","Ocular laceration and rupture with prolapse or loss of intraocular tissue, right eye, initial encounter","S05.21XA","S05",0,0,7
"21432","Ocular laceration with prolapse or exposure of intraocular tissue","871.1","871",0,0,21
"21433","Ocular laceration without prolapse of intraocular tissue","871.0","871",0,0,88
"21434","Ocular laceration without prolapse or loss of intraocular tissue, left eye, initial encounter","S05.32XA","S05",0,0,44
"21435","Ocular laceration without prolapse or loss of intraocular tissue, left eye, sequela","S05.32XS","S05",0,0,1
"21436","Ocular laceration without prolapse or loss of intraocular tissue, left eye, subsequent encounter","S05.32XD","S05",1,0,27
"21437","Ocular laceration without prolapse or loss of intraocular tissue, right eye, initial encounter","S05.31XA","S05",0,0,31
"21438","Ocular laceration without prolapse or loss of intraocular tissue, right eye, sequela","S05.31XS","S05",0,0,1
"21439","Ocular laceration without prolapse or loss of intraocular tissue, right eye, subsequent encounter","S05.31XD","S05",1,0,22
"21440","Ocular laceration without prolapse or loss of intraocular tissue, unspecified eye, initial encounter","S05.30XA","S05",0,0,3
"21441","Ocular myiasis","B87.2","B87",0,0,2
"21442","Ocular pain, bilateral","H57.13","H57",1,0,364
"21443","Ocular pain, left eye","H57.12","H57",1,0,444
"21444","Ocular pain, right eye","H57.11","H57",1,0,475
"21445","Ocular pain, unspecified eye","H57.10","H57",1,0,106
"21446","Ocular torticollis","781.93","781",0,0,21
"21447","Ocular torticollis","R29.891","R29",0,0,17
"21448","Oculocutaneous albinism, unspecified","E70.329","E70",0,0,5
"21449","Old bucket handle tear of medial meniscus","717.0","717",0,0,34
"21450","Old disruption of anterior cruciate ligament","717.83","717",0,0,350
"21451","Old disruption of lateral collateral ligament","717.81","717",0,0,9
"21452","Old disruption of medial collateral ligament","717.82","717",0,0,24
"21453","Old disruption of other ligaments of knee","717.85","717",0,0,11
"21454","Old disruption of posterior cruciate ligament","717.84","717",0,0,5
"21455","Old laceration of cervix","622.3","622",0,0,1
"21456","Old laceration of cervix uteri","N88.1","N88",0,0,2
"21457","Old laceration of muscles of pelvic floor","618.7","618",0,0,14
"21458","Old laceration or scarring of vulva","624.4","624",0,0,9
"21459","Old myocardial infarction","412.","412",0,0,156
"21460","Old myocardial infarction","I25.2","I25",0,0,219
"21461","Old retinal detachment, partial","361.06","361",0,0,11
"21462","Old retinal detachment, total or subtotal","361.07","361",0,0,20
"21463","Old vaginal laceration","623.4","623",0,0,11
"21464","Olecranon bursitis","726.33","726",0,0,321
"21465","Olecranon bursitis, left elbow","M70.22","M70",0,0,116
"21466","Olecranon bursitis, right elbow","M70.21","M70",0,0,108
"21467","Olecranon bursitis, unspecified elbow","M70.20","M70",0,0,12
"21468","Oligohydramnios affecting fetus or newborn","761.2","761",0,0,16
"21469","Oligohydramnios, antepartum condition or complication","658.03","658",0,0,738
"21470","Oligohydramnios, delivered, with or without mention of antepartum condition","658.01","658",0,0,422
"21471","Oligohydramnios, first trimester, fetus 1","O41.01X1","O41",0,0,1
"21472","Oligohydramnios, first trimester, fetus 3","O41.01X3","O41",0,0,1
"21473","Oligohydramnios, first trimester, not applicable or unspecified","O41.01X0","O41",0,0,6
"21474","Oligohydramnios, second trimester, fetus 1","O41.02X1","O41",0,0,12
"21475","Oligohydramnios, second trimester, not applicable or unspecified","O41.02X0","O41",0,0,59
"21476","Oligohydramnios, third trimester, fetus 1","O41.03X1","O41",0,0,105
"21477","Oligohydramnios, third trimester, fetus 3","O41.03X3","O41",0,0,3
"21478","Oligohydramnios, third trimester, not applicable or unspecified","O41.03X0","O41",0,0,698
"21479","Oligohydramnios, third trimester, other fetus","O41.03X9","O41",0,0,4
"21480","Oligohydramnios, unspecified as to episode of care or not applicable","658.00","658",0,0,24
"21481","Oligohydramnios, unspecified trimester, fetus 1","O41.00X1","O41",0,0,17
"21482","Oligohydramnios, unspecified trimester, fetus 2","O41.00X2","O41",0,0,1
"21483","Oligohydramnios, unspecified trimester, not applicable or unspecified","O41.00X0","O41",0,0,120
"21484","Oligomenorrhea, unspecified","N91.5","N91",1,0,413
"21485","Oliguria and anuria","788.5","788",0,0,168
"21486","Omphalitis not of newborn","L08.82","L08",0,0,36
"21487","Omphalitis of the newborn","771.4","771",1,0,424
"21488","Omphalitis with mild hemorrhage","P38.1","P38",1,0,2
"21489","Omphalitis without hemorrhage","P38.9","P38",1,0,87
"21490","Omphalocele","756.72","756",0,0,13
"21491","Onchocerciasis","125.3","125",0,0,3
"21492","One eye: moderate vision impairment; other eye: normal vision","369.76","369",0,0,2
"21493","One eye: moderate vision impairment; other eye: vision not specified","369.74","369",0,0,2
"21494","One eye: profound vision impairment; other eye: normal vision","369.69","369",0,0,1
"21495","One eye: profound vision impairment; other eye: vision not specified","369.67","369",0,0,3
"21496","One eye: total vision impairment; other eye: near-normal vision","369.62","369",0,0,4
"21497","One eye: total vision impairment; other eye: normal vision","369.63","369",0,0,2
"21498","One eye: total vision impairment; other eye: not specified","369.61","369",0,0,2
"21499","Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section","O75.82","O75",0,0,52
"21500","Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with mention of postpartum complication","649.82","649",0,0,2
"21501","Onset (spontaneous) of labor after 37 completed weeks of gestation but before 39 completed weeks gestation, with delivery by (planned) cesarean section, delivered, with or without mention of antepartum condition","649.81","649",0,0,73
"21502","Onychia and paronychia of finger","681.02","681",0.642857142857143,0.357142857142857,1684
"21503","Onychia and paronychia of toe","681.11","681",0.642857142857143,0.357142857142857,1876
"21504","Onychogryphosis","L60.2","L60",0,0,83
"21505","Onycholysis","L60.1","L60",0,0,53
"21506","Oophoritis, unspecified","N70.92","N70",0.5,0.5,2
"21507","Open-angle glaucoma, unspecified","365.10","365",0,0,297
"21508","Open angle with borderline findings, high risk","365.05","365",0,0,127
"21509","Open angle with borderline findings, high risk, bilateral","H40.023","H40",0,0,223
"21510","Open angle with borderline findings, high risk, left eye","H40.022","H40",0,0,2
"21511","Open angle with borderline findings, high risk, right eye","H40.021","H40",0,0,4
"21512","Open angle with borderline findings, high risk, unspecified eye","H40.029","H40",0,0,4
"21513","Open angle with borderline findings, low risk, bilateral","H40.013","H40",0,0,1478
"21514","Open angle with borderline findings, low risk, left eye","H40.012","H40",0,0,25
"21515","Open angle with borderline findings, low risk, right eye","H40.011","H40",0,0,20
"21516","Open angle with borderline findings, low risk, unspecified eye","H40.019","H40",0,0,36
"21517","Open angle with borderline glaucoma findings","365.01","365",0,0,1651
"21518","Open anterior occlusal relationship","524.24","524",0,0,5
"21519","Open anterior occlusal relationship","M26.220","M26",0,0,4
"21520","Open bite of abdominal wall, epigastric region without penetration into peritoneal cavity, initial encounter","S31.152A","S31",0,0,2
"21521","Open bite of abdominal wall, left lower quadrant without penetration into peritoneal cavity, initial encounter","S31.154A","S31",0,0,8
"21522","Open bite of abdominal wall, left lower quadrant without penetration into peritoneal cavity, subsequent encounter","S31.154D","S31",1,0,1
"21523","Open bite of abdominal wall, left upper quadrant without penetration into peritoneal cavity, initial encounter","S31.151A","S31",0,0,1
"21524","Open bite of abdominal wall, periumbilic region without penetration into peritoneal cavity, initial encounter","S31.155A","S31",0,0,5
"21525","Open bite of abdominal wall, right lower quadrant without penetration into peritoneal cavity, initial encounter","S31.153A","S31",0,0,2
"21526","Open bite of abdominal wall, right upper quadrant without penetration into peritoneal cavity, initial encounter","S31.150A","S31",0,0,1
"21527","Open bite of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, initial encounter","S31.159A","S31",0,0,21
"21528","Open bite of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, subsequent encounter","S31.159D","S31",1,0,2
"21529","Open bite of left back wall of thorax without penetration into thoracic cavity, initial encounter","S21.252A","S21",0,0,1
"21530","Open bite of left breast, initial encounter","S21.052A","S21",0,0,1
"21531","Open bite of left buttock, initial encounter","S31.825A","S31",0,0,14
"21532","Open bite of left buttock, subsequent encounter","S31.825D","S31",1,0,4
"21533","Open bite of left cheek and temporomandibular area, initial encounter","S01.452A","S01",0,0,63
"21534","Open bite of left cheek and temporomandibular area, subsequent encounter","S01.452D","S01",1,0,4
"21535","Open bite of left ear, initial encounter","S01.352A","S01",0,0,23
"21536","Open bite of left ear, subsequent encounter","S01.352D","S01",1,0,2
"21537","Open bite of left eyelid and periocular area, initial encounter","S01.152A","S01",0,0,21
"21538","Open bite of left eyelid and periocular area, subsequent encounter","S01.152D","S01",1,0,2
"21539","Open bite of left forearm, initial encounter","S51.852A","S51",0,0,60
"21540","Open bite of left forearm, subsequent encounter","S51.852D","S51",1,0,11
"21541","Open bite of left front wall of thorax without penetration into thoracic cavity, initial encounter","S21.152A","S21",0,0,3
"21542","Open bite of left great toe with damage to nail, initial encounter","S91.252A","S91",0,0,1
"21543","Open bite of left great toe without damage to nail, initial encounter","S91.152A","S91",0,0,5
"21544","Open bite of left hand, initial encounter","S61.452A","S61",0,0,166
"21545","Open bite of left hand, subsequent encounter","S61.452D","S61",1,0,12
"21546","Open bite of left index finger without damage to nail, initial encounter","S61.251A","S61",0,0,46
"21547","Open bite of left index finger without damage to nail, subsequent encounter","S61.251D","S61",1,0,1
"21548","Open bite of left lesser toe(s) without damage to nail, initial encounter","S91.155A","S91",0,0,1
"21549","Open bite of left little finger without damage to nail, initial encounter","S61.257A","S61",0,0,16
"21550","Open bite of left middle finger without damage to nail, initial encounter","S61.253A","S61",0,0,30
"21551","Open bite of left middle finger without damage to nail, subsequent encounter","S61.253D","S61",1,0,1
"21552","Open bite of left ring finger without damage to nail, initial encounter","S61.255A","S61",0,0,19
"21553","Open bite of left shoulder, initial encounter","S41.052A","S41",0,0,8
"21554","Open bite of left thumb with damage to nail, initial encounter","S61.152A","S61",0,0,1
"21555","Open bite of left thumb without damage to nail, initial encounter","S61.052A","S61",0,0,15
"21556","Open bite of left thumb without damage to nail, subsequent encounter","S61.052D","S61",1,0,2
"21557","Open bite of left upper arm, initial encounter","S41.152A","S41",0,0,57
"21558","Open bite of left upper arm, sequela","S41.152S","S41",0,0,1
"21559","Open bite of left upper arm, subsequent encounter","S41.152D","S41",1,0,5
"21560","Open bite of left wrist, initial encounter","S61.552A","S61",0,0,17
"21561","Open bite of left wrist, subsequent encounter","S61.552D","S61",1,0,3
"21562","Open bite of lip, initial encounter","S01.551A","S01",0,0,90
"21563","Open bite of lip, subsequent encounter","S01.551D","S01",1,0,5
"21564","Open bite of lower back and pelvis without penetration into retroperitoneum, initial encounter","S31.050A","S31",0,0,9
"21565","Open bite of nose, initial encounter","S01.25XA","S01",0,0,33
"21566","Open bite of nose, sequela","S01.25XS","S01",0,0,1
"21567","Open bite of oral cavity, initial encounter","S01.552A","S01",0,0,18
"21568","Open bite of oral cavity, subsequent encounter","S01.552D","S01",1,0,2
"21569","Open bite of other finger without damage to nail, initial encounter","S61.258A","S61",0,0,4
"21570","Open bite of other part of head, initial encounter","S01.85XA","S01",0,0,223
"21571","Open bite of other part of head, sequela","S01.85XS","S01",0,0,2
"21572","Open bite of other part of head, subsequent encounter","S01.85XD","S01",1,0,19
"21573","Open bite of other specified part of neck, initial encounter","S11.85XA","S11",0,0,2
"21574","Open bite of penis, initial encounter","S31.25XA","S31",0,0,2
"21575","Open bite of right back wall of thorax without penetration into thoracic cavity, initial encounter","S21.251A","S21",0,0,10
"21576","Open bite of right breast, initial encounter","S21.051A","S21",0,0,2
"21577","Open bite of right buttock, initial encounter","S31.815A","S31",0,0,7
"21578","Open bite of right buttock, subsequent encounter","S31.815D","S31",1,0,2
"21579","Open bite of right cheek and temporomandibular area, initial encounter","S01.451A","S01",0,0,65
"21580","Open bite of right cheek and temporomandibular area, subsequent encounter","S01.451D","S01",1,0,2
"21581","Open bite of right ear, initial encounter","S01.351A","S01",0,0,18
"21582","Open bite of right ear, subsequent encounter","S01.351D","S01",1,0,4
"21583","Open bite of right eyelid and periocular area, initial encounter","S01.151A","S01",0,0,16
"21584","Open bite of right forearm, initial encounter","S51.851A","S51",0,0,109
"21585","Open bite of right forearm, subsequent encounter","S51.851D","S51",1,0,12
"21586","Open bite of right front wall of thorax without penetration into thoracic cavity, initial encounter","S21.151A","S21",0,0,8
"21587","Open bite of right front wall of thorax without penetration into thoracic cavity, subsequent encounter","S21.151D","S21",1,0,1
"21588","Open bite of right great toe with damage to nail, initial encounter","S91.251A","S91",0,0,1
"21589","Open bite of right great toe without damage to nail, initial encounter","S91.151A","S91",0,0,7
"21590","Open bite of right hand, initial encounter","S61.451A","S61",0,0,251
"21591","Open bite of right hand, sequela","S61.451S","S61",0,0,1
"21592","Open bite of right hand, subsequent encounter","S61.451D","S61",1,0,27
"21593","Open bite of right index finger with damage to nail, initial encounter","S61.350A","S61",0,0,1
"21594","Open bite of right index finger without damage to nail, initial encounter","S61.250A","S61",0,0,61
"21595","Open bite of right index finger without damage to nail, sequela","S61.250S","S61",0,0,1
"21596","Open bite of right index finger without damage to nail, subsequent encounter","S61.250D","S61",1,0,2
"21597","Open bite of right lesser toe(s) without damage to nail, initial encounter","S91.154A","S91",0,0,1
"21598","Open bite of right little finger without damage to nail, initial encounter","S61.256A","S61",0,0,16
"21599","Open bite of right middle finger without damage to nail, initial encounter","S61.252A","S61",0,0,32
"21600","Open bite of right ring finger without damage to nail, initial encounter","S61.254A","S61",0,0,11
"21601","Open bite of right shoulder, initial encounter","S41.051A","S41",0,0,6
"21602","Open bite of right thumb with damage to nail, initial encounter","S61.151A","S61",0,0,3
"21603","Open bite of right thumb without damage to nail, initial encounter","S61.051A","S61",0,0,41
"21604","Open bite of right thumb without damage to nail, subsequent encounter","S61.051D","S61",1,0,3
"21605","Open bite of right upper arm, initial encounter","S41.151A","S41",0,0,71
"21606","Open bite of right upper arm, subsequent encounter","S41.151D","S41",1,0,15
"21607","Open bite of right wrist, initial encounter","S61.551A","S61",0,0,25
"21608","Open bite of right wrist, subsequent encounter","S61.551D","S61",1,0,1
"21609","Open bite of scalp, initial encounter","S01.05XA","S01",0,0,20
"21610","Open bite of scalp, subsequent encounter","S01.05XD","S01",1,0,1
"21611","Open bite of scrotum and testes, initial encounter","S31.35XA","S31",0,0,4
"21612","Open bite of unspecified back wall of thorax without penetration into thoracic cavity, initial encounter","S21.259A","S21",0,0,4
"21613","Open bite of unspecified buttock, initial encounter","S31.805A","S31",0,0,4
"21614","Open bite of unspecified cheek and temporomandibular area, initial encounter","S01.459A","S01",0,0,4
"21615","Open bite of unspecified eyelid and periocular area, initial encounter","S01.159A","S01",0,0,1
"21616","Open bite of unspecified finger with damage to nail, initial encounter","S61.359A","S61",0,0,1
"21617","Open bite of unspecified finger without damage to nail, initial encounter","S61.259A","S61",0,0,30
"21618","Open bite of unspecified forearm, initial encounter","S51.859A","S51",0,0,6
"21619","Open bite of unspecified front wall of thorax without penetration into thoracic cavity, initial encounter","S21.159A","S21",0,0,3
"21620","Open bite of unspecified hand, initial encounter","S61.459A","S61",0,0,11
"21621","Open bite of unspecified part of head, initial encounter","S01.95XA","S01",0,0,18
"21622","Open bite of unspecified part of neck, initial encounter","S11.95XA","S11",0,0,16
"21623","Open bite of unspecified part of neck, subsequent encounter","S11.95XD","S11",1,0,2
"21624","Open bite of unspecified part of thorax, initial encounter","S21.95XA","S21",0,0,12
"21625","Open bite of unspecified thumb without damage to nail, initial encounter","S61.059A","S61",0,0,1
"21626","Open bite of unspecified toe(s) without damage to nail, initial encounter","S91.159A","S91",0,0,1
"21627","Open bite of unspecified upper arm, initial encounter","S41.159A","S41",0,0,6
"21628","Open bite of unspecified wrist, initial encounter","S61.559A","S61",0,0,1
"21629","Open bite, left ankle, initial encounter","S91.052A","S91",0,0,8
"21630","Open bite, left ankle, subsequent encounter","S91.052D","S91",1,0,1
"21631","Open bite, left elbow, initial encounter","S51.052A","S51",0,0,6
"21632","Open bite, left elbow, subsequent encounter","S51.052D","S51",1,0,2
"21633","Open bite, left foot, initial encounter","S91.352A","S91",0,0,16
"21634","Open bite, left foot, subsequent encounter","S91.352D","S91",1,0,1
"21635","Open bite, left hip, initial encounter","S71.052A","S71",0,0,6
"21636","Open bite, left knee, initial encounter","S81.052A","S81",0,0,6
"21637","Open bite, left lower leg, initial encounter","S81.852A","S81",0,0,135
"21638","Open bite, left lower leg, subsequent encounter","S81.852D","S81",1,0,12
"21639","Open bite, left thigh, initial encounter","S71.152A","S71",0,0,47
"21640","Open bite, left thigh, sequela","S71.152S","S71",0,0,1
"21641","Open bite, left thigh, subsequent encounter","S71.152D","S71",1,0,5
"21642","Open bite, right ankle, initial encounter","S91.051A","S91",0,0,12
"21643","Open bite, right ankle, subsequent encounter","S91.051D","S91",1,0,4
"21644","Open bite, right elbow, initial encounter","S51.051A","S51",0,0,4
"21645","Open bite, right elbow, sequela","S51.051S","S51",0,0,1
"21646","Open bite, right elbow, subsequent encounter","S51.051D","S51",1,0,1
